ID_CLIENTE,EDAD,EXPERIENCIA_LABORAL,INGRESOS_ANUALES_USD,CODIGO_POSTAL,INTEGRANTES_FAMILIA,PROMEDIO_GASTO_TARJETA,NIVEL_EDUCATIVO,VALOR_HIPOTECA,ACEPTO_CREDITO?,TIENE_INVERSIONES?,USA_HOME_BANKING?
ID_CLIENTE_0287,51,25,45000,94806,3,"0,6",Secundario Completo,131,No,No,Si
ID_CLIENTE_0288,37,12,62000,92110,3,"0,7",Secundario Completo,0,No,No,No
ID_CLIENTE_0289,44,19,172000,94306,2,"4,3",Universitario Completo,391,Si,Si,Si
ID_CLIENTE_0290,42,15,24000,92121,3,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_0291,51,25,80000,92373,1,"4,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0292,43,16,8000,90089,3,"0,67",Secundario Completo,88,No,No,Si
ID_CLIENTE_0293,30,5,38000,94542,4,"0,8",Secundario Incompleto,129,No,No,Si
ID_CLIENTE_0294,45,19,93000,90095,4,"2,6",Universitario Completo,0,No,No,No
ID_CLIENTE_0295,35,9,55000,94536,1,"2,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0296,60,34,64000,94304,2,"1,7",Universitario Completo,0,No,No,No
ID_CLIENTE_0297,34,9,122000,90623,1,"0,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0298,55,25,70000,93720,3,"1,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_0299,43,19,81000,92069,2,"3,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0300,41,15,159000,90057,1,"5,5",Universitario Completo,0,Si,No,Si
ID_CLIENTE_0301,34,9,70000,92843,4,"1,3",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_0302,65,39,150000,92120,2,"6,9",Secundario Incompleto,196,No,No,No
ID_CLIENTE_0303,45,21,152000,94550,2,"7,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0304,49,25,195000,95605,4,"3,0",Secundario Incompleto,617,Si,No,No
ID_CLIENTE_0305,48,23,22000,90740,1,"0,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0306,60,35,22000,91207,1,"1,3",Secundario Incompleto,123,No,No,Si
ID_CLIENTE_0307,55,29,79000,92373,3,"0,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0308,42,18,33000,90401,1,"1,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_0309,32,8,128000,94720,2,"4,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0310,62,38,91000,95929,1,"3,8",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_0311,57,32,39000,90277,4,"0,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0312,52,26,121000,94550,1,"7,3",Secundario Incompleto,167,No,No,Si
ID_CLIENTE_0313,36,6,21000,91741,1,"0,67",Universitario Completo,0,No,Si,Si
ID_CLIENTE_0314,34,9,41000,93720,3,"2,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0315,63,37,45000,93437,2,"0,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_0316,24,-2,51000,90630,3,"0,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_0317,57,31,165000,95054,1,"1,6",Secundario Completo,0,Si,No,Si
ID_CLIENTE_0318,40,16,119000,91335,2,"4,2",Secundario Completo,0,Si,No,Si
ID_CLIENTE_0319,27,2,110000,95670,4,"1,8",Universitario Completo,190,No,No,Si
ID_CLIENTE_0320,65,39,20000,90034,3,"0,7",Secundario Completo,0,No,No,No
ID_CLIENTE_0321,60,34,64000,90266,1,"0,8",Secundario Completo,248,No,No,No
ID_CLIENTE_0322,44,20,101000,92717,3,"4,4",Secundario Completo,82,Si,No,No
ID_CLIENTE_0323,63,39,101000,92007,1,"3,9",Secundario Incompleto,0,Si,Si,Si
ID_CLIENTE_0324,59,34,99000,90034,1,"4,4",Secundario Incompleto,0,Si,No,No
ID_CLIENTE_0325,56,30,158000,90089,4,"6,1",Secundario Incompleto,0,Si,No,No
ID_CLIENTE_0326,54,28,89000,95039,1,"1,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_0327,52,27,80000,95616,1,"1,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_0328,58,32,114000,91330,2,"2,0",Secundario Incompleto,402,No,No,Si
ID_CLIENTE_0329,60,35,49000,94110,3,"0,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_0330,28,4,191000,90064,1,"6,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0331,54,30,78000,92374,4,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_0332,32,6,28000,94115,3,"1,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0333,59,33,42000,95630,1,"0,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_0334,63,38,140000,92407,1,"2,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0335,48,23,45000,95053,1,"1,3",Secundario Completo,0,No,No,Si
ID_CLIENTE_0336,56,32,122000,95827,2,"0,3",Secundario Incompleto,360,No,No,Si
ID_CLIENTE_0337,36,12,65000,95051,3,"2,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_0338,57,27,68000,94117,1,"1,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_0339,29,3,153000,93657,2,"2,0",Secundario Incompleto,392,No,No,No
ID_CLIENTE_0340,39,13,89000,92110,4,"1,4",Secundario Completo,0,No,No,No
ID_CLIENTE_0341,59,34,91000,93524,1,"2,6",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0342,31,6,55000,92038,4,"2,0",Secundario Completo,185,No,No,Si
ID_CLIENTE_0343,43,19,118000,91304,2,"3,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0344,35,5,22000,93407,1,"0,67",Universitario Completo,103,No,No,No
ID_CLIENTE_0345,54,24,63000,92606,3,"1,4",Universitario Completo,138,No,No,Si
ID_CLIENTE_0346,51,27,12000,92192,4,"0,5",Secundario Completo,78,No,Si,Si
ID_CLIENTE_0347,44,19,50000,90745,3,"2,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_0348,25,0,43000,94305,2,"1,6",Universitario Completo,0,No,Si,Si
ID_CLIENTE_0349,40,15,173000,95060,4,"6,6",Secundario Incompleto,0,Si,No,Si
ID_CLIENTE_0350,26,2,60000,93407,2,"3,0",Secundario Incompleto,132,Si,No,No
ID_CLIENTE_0351,39,14,113000,94301,1,"1,0",Universitario Completo,0,No,Si,Si
ID_CLIENTE_0352,28,4,155000,92182,4,"5,3",Secundario Completo,0,Si,No,Si
ID_CLIENTE_0353,52,28,91000,92692,4,"1,0",Secundario Completo,0,No,No,No
ID_CLIENTE_0354,53,29,55000,95818,4,"1,1",Secundario Completo,0,No,No,Si
ID_CLIENTE_0355,44,20,173000,90277,2,"1,4",Secundario Incompleto,419,No,No,Si
ID_CLIENTE_0356,43,19,71000,92101,3,"0,3",Universitario Completo,0,No,No,No
ID_CLIENTE_0357,56,30,24000,94704,2,"0,4",Universitario Completo,88,No,No,No
ID_CLIENTE_0358,38,14,42000,94610,1,"2,0",Secundario Completo,81,No,No,Si
ID_CLIENTE_0359,30,6,141000,94539,2,"4,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0360,32,6,32000,93106,1,"1,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_0361,35,10,55000,94539,4,"1,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0362,43,19,153000,90254,2,"7,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0363,58,32,113000,94590,2,"1,4",Secundario Incompleto,270,No,No,No
ID_CLIENTE_0364,25,0,30000,92691,2,"1,7",Secundario Completo,0,No,No,No
ID_CLIENTE_0365,54,24,29000,92028,3,"1,0",Universitario Completo,148,No,No,No
ID_CLIENTE_0366,57,32,174000,90089,1,"6,8",Secundario Completo,466,Si,No,Si
ID_CLIENTE_0367,50,24,35000,92717,1,"0,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_0368,32,8,98000,95054,2,"2,0",Secundario Completo,175,No,No,Si
ID_CLIENTE_0369,63,37,30000,92054,2,"1,0",Universitario Completo,159,No,No,Si
ID_CLIENTE_0370,31,6,58000,95051,2,"2,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0371,36,12,25000,92101,4,"1,0",Secundario Incompleto,147,No,No,No
ID_CLIENTE_0372,58,34,19000,92029,4,"0,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0373,56,30,44000,93105,4,"0,7",Secundario Completo,174,No,No,Si
ID_CLIENTE_0374,49,25,20000,90291,4,"1,0",Secundario Incompleto,111,No,No,Si
ID_CLIENTE_0375,30,5,98000,91941,2,"3,1",Secundario Incompleto,220,No,No,Si
ID_CLIENTE_0376,33,7,90000,92346,3,"1,6",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0377,45,21,61000,94304,3,"0,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0378,30,5,40000,94402,4,"2,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_0379,47,23,38000,94618,2,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_0380,25,0,28000,92093,2,"1,7",Secundario Completo,0,No,No,No
ID_CLIENTE_0381,63,33,34000,94305,1,"1,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_0382,55,29,73000,95616,2,"2,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_0383,65,41,133000,94904,4,"2,0",Secundario Incompleto,0,Si,No,No
ID_CLIENTE_0384,44,18,53000,94608,1,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0385,51,25,21000,9307,4,"0,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_0386,35,9,40000,93943,3,"0,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0387,30,5,41000,95051,4,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_0388,31,5,82000,95482,4,"1,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_0389,54,30,100000,95814,4,"3,4",Universitario Completo,0,Si,No,No
ID_CLIENTE_0390,45,20,155000,90024,1,"7,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0391,45,19,45000,92521,1,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0392,58,32,9000,94080,3,"0,3",Universitario Completo,0,No,No,No
ID_CLIENTE_0393,54,29,48000,91709,4,"1,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_0394,53,28,18000,90095,4,"0,1",Universitario Completo,109,No,Si,Si
ID_CLIENTE_0395,33,9,80000,91311,4,"3,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0396,60,35,64000,94509,2,"2,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0397,50,24,29000,93023,4,"0,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0398,26,2,48000,90503,3,"0,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_0399,54,30,23000,94608,2,"0,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0400,28,3,84000,90024,4,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0401,36,10,179000,94542,3,"6,6",Secundario Incompleto,0,Si,No,Si
ID_CLIENTE_0402,29,2,30000,95747,4,"1,5",Secundario Completo,112,No,No,No
ID_CLIENTE_0403,54,28,93000,91604,1,"4,9",Secundario Incompleto,133,No,No,Si
ID_CLIENTE_0404,55,30,39000,92647,2,"1,9",Secundario Completo,0,No,No,No
ID_CLIENTE_0405,61,36,60000,92866,3,"0,5",Secundario Completo,182,No,No,No
ID_CLIENTE_0406,36,11,133000,90245,1,"3,8",Secundario Incompleto,290,No,Si,Si
ID_CLIENTE_0407,45,19,125000,92354,1,"2,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0408,64,40,58000,93437,1,"1,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_0409,60,36,89000,91745,2,"2,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0410,49,22,82000,90019,1,"2,67",Secundario Completo,125,No,No,Si
ID_CLIENTE_0411,47,23,110000,94111,2,"3,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0412,60,36,54000,92182,4,"2,3",Universitario Completo,0,No,Si,No
ID_CLIENTE_0413,45,20,89000,93311,4,"1,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_0414,32,7,42000,92407,3,"2,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0415,52,28,41000,94309,3,"1,9",Secundario Completo,0,No,No,No
ID_CLIENTE_0416,35,8,38000,93106,4,"1,0",Secundario Completo,124,No,No,Si
ID_CLIENTE_0417,40,15,85000,94304,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0418,53,29,83000,90073,4,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_0419,27,0,33000,90089,4,"1,0",Universitario Completo,0,No,No,No
ID_CLIENTE_0420,58,33,50000,94501,4,"2,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0421,47,22,58000,93105,4,"3,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_0422,28,3,115000,92333,4,"3,1",Secundario Completo,0,Si,No,No
ID_CLIENTE_0423,46,20,145000,91380,2,"6,3",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_0424,43,19,161000,95616,2,"7,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0425,56,30,38000,92029,1,"0,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0426,28,3,28000,90505,4,"0,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0427,42,18,75000,92182,3,"2,33",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0428,32,7,35000,92521,3,"1,3",Secundario Incompleto,116,No,No,No
ID_CLIENTE_0429,62,38,24000,94720,2,"1,0",Secundario Incompleto,116,No,No,No
ID_CLIENTE_0430,37,13,78000,94998,4,"0,1",Secundario Completo,0,No,No,Si
ID_CLIENTE_0431,51,26,113000,94086,1,"1,3",Universitario Completo,161,No,No,Si
ID_CLIENTE_0432,39,13,75000,94305,3,"2,1",Secundario Incompleto,224,No,No,Si
ID_CLIENTE_0433,43,17,91000,91311,1,"5,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0434,52,28,31000,91330,4,"0,2",Secundario Incompleto,141,No,No,Si
ID_CLIENTE_0435,30,6,45000,95819,1,"1,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_0436,52,26,80000,94709,3,"0,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0437,61,35,50000,92122,3,"1,4",Universitario Completo,112,No,No,Si
ID_CLIENTE_0438,36,9,31000,95825,4,"1,0",Secundario Completo,0,No,Si,Si
ID_CLIENTE_0439,58,32,113000,93943,2,"3,8",Secundario Completo,119,Si,No,Si
ID_CLIENTE_0440,47,23,29000,94304,4,"0,6",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0441,64,39,59000,92626,2,"1,5",Secundario Incompleto,139,No,No,Si
ID_CLIENTE_0442,52,27,43000,93555,1,"1,3",Secundario Completo,0,No,Si,Si
ID_CLIENTE_0443,58,28,122000,95136,1,"3,0",Universitario Completo,115,Si,No,Si
ID_CLIENTE_0444,48,24,29000,90509,1,"1,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0445,64,40,91000,93106,2,"0,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_0446,58,32,65000,94590,3,"2,2",Universitario Completo,0,No,No,Si
ID_CLIENTE_0447,47,23,22000,93108,1,"1,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0448,49,23,71000,95134,1,"1,4",Universitario Completo,0,No,No,No
ID_CLIENTE_0449,31,4,60000,94588,4,"2,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_0450,61,37,60000,91706,3,"2,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_0451,51,25,69000,95747,1,"0,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0452,28,-2,48000,94132,2,"1,75",Universitario Completo,89,No,No,Si
ID_CLIENTE_0453,39,13,21000,94022,3,"0,2",Secundario Completo,0,No,No,No
ID_CLIENTE_0454,54,28,53000,92109,4,"2,8",Secundario Completo,0,No,Si,No
ID_CLIENTE_0455,50,24,29000,94110,3,"0,9",Universitario Completo,0,No,No,No
ID_CLIENTE_0456,30,4,60000,91107,4,"2,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_0457,64,39,42000,92068,3,"0,5",Secundario Completo,116,No,No,Si
ID_CLIENTE_0458,29,3,69000,94303,3,"0,3",Universitario Completo,0,No,No,No
ID_CLIENTE_0459,48,24,20000,95841,1,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0460,35,10,200000,91107,2,"3,0",Secundario Incompleto,458,No,No,No
ID_CLIENTE_0461,60,36,141000,90277,2,"2,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0462,55,30,81000,92123,2,"3,7",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_0463,29,4,183000,91423,3,"8,3",Universitario Completo,0,Si,No,Si
ID_CLIENTE_0464,48,22,149000,94928,2,"5,5",Secundario Completo,0,Si,Si,Si
ID_CLIENTE_0465,43,19,83000,94305,4,"3,6",Universitario Completo,0,Si,No,No
ID_CLIENTE_0466,66,42,35000,94305,1,"1,9",Secundario Completo,172,No,No,Si
ID_CLIENTE_0467,25,0,13000,91342,2,"0,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_0468,45,20,39000,90232,1,"2,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0469,34,10,21000,92634,1,"0,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_0470,48,23,10000,94609,2,"0,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_0471,32,6,84000,91006,4,"1,8",Secundario Completo,0,No,No,No
ID_CLIENTE_0472,50,24,30000,91768,4,"0,1",Secundario Incompleto,161,No,No,Si
ID_CLIENTE_0473,43,19,31000,90007,4,"0,3",Secundario Incompleto,156,No,No,Si
ID_CLIENTE_0474,64,39,182000,93955,1,"1,2",Secundario Completo,547,Si,No,Si
ID_CLIENTE_0475,60,34,114000,90028,2,"6,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0476,43,19,152000,92008,3,"6,1",Secundario Completo,0,Si,No,No
ID_CLIENTE_0477,60,34,53000,92717,1,"0,8",Secundario Completo,0,No,Si,No
ID_CLIENTE_0478,64,39,24000,95112,4,"0,4",Secundario Completo,78,No,No,Si
ID_CLIENTE_0479,44,20,150000,95060,2,"3,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0480,60,36,132000,92154,2,"6,0",Secundario Incompleto,470,No,No,Si
ID_CLIENTE_0481,54,29,68000,94998,3,"1,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_0482,33,9,53000,94063,1,"1,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0483,56,32,173000,94022,1,"4,6",Secundario Completo,88,Si,No,Si
ID_CLIENTE_0484,29,5,30000,90095,3,"1,0",Secundario Completo,0,No,No,No
ID_CLIENTE_0485,25,1,113000,95023,2,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0486,60,34,15000,95014,1,"0,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_0487,55,30,84000,92173,2,"3,7",Secundario Incompleto,304,No,Si,Si
ID_CLIENTE_0488,39,13,88000,94117,4,"1,4",Secundario Completo,0,No,No,Si
ID_CLIENTE_0489,37,13,43000,94122,3,"2,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0490,53,28,43000,91380,2,"2,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_0491,34,10,90000,94303,2,"2,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0492,42,18,34000,92115,4,"0,3",Secundario Incompleto,104,No,Si,Si
ID_CLIENTE_0493,60,36,38000,94596,4,"1,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0494,50,24,173000,94720,1,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0495,41,17,160000,92647,2,"8,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0496,25,0,44000,94545,4,"0,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_0497,50,24,83000,94301,2,"0,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_0498,48,22,94000,90623,4,"2,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_0499,32,8,43000,95023,1,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_0500,50,25,42000,93108,3,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_0501,59,33,34000,92177,2,"0,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0502,50,26,39000,90640,3,"1,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_0503,44,19,70000,92833,1,"0,1",Secundario Completo,0,No,No,No
ID_CLIENTE_0504,31,5,39000,94022,4,"1,8",Universitario Completo,185,No,No,No
ID_CLIENTE_0505,40,10,44000,94720,3,"2,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_0506,36,12,69000,94305,3,"3,1",Secundario Completo,0,Si,No,Si
ID_CLIENTE_0507,51,25,44000,94608,3,"0,9",Universitario Completo,0,No,No,No
ID_CLIENTE_0508,64,40,32000,91380,3,"0,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_0509,47,22,15000,95521,2,"0,7",Universitario Completo,0,No,No,No
ID_CLIENTE_0510,52,28,118000,90503,2,"6,8",Secundario Incompleto,112,No,No,Si
ID_CLIENTE_0511,51,26,62000,95136,1,"1,3",Secundario Completo,221,No,No,Si
ID_CLIENTE_0512,31,5,82000,94143,4,"2,2",Secundario Completo,0,No,No,No
ID_CLIENTE_0513,39,14,54000,95035,3,"3,0",Secundario Incompleto,108,No,No,No
ID_CLIENTE_0514,30,6,48000,94607,1,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_0515,27,1,74000,91730,3,"0,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_0516,41,16,113000,92780,1,"1,0",Universitario Completo,211,No,No,No
ID_CLIENTE_0517,53,27,81000,90009,3,"1,7",Secundario Completo,0,No,No,No
ID_CLIENTE_0518,54,27,43000,92834,3,"1,0",Secundario Completo,169,No,No,No
ID_CLIENTE_0519,28,4,34000,92677,1,"1,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_0520,34,9,48000,95616,1,"2,5",Universitario Completo,105,No,No,Si
ID_CLIENTE_0521,61,37,54000,90024,4,"1,2",Secundario Completo,129,No,No,Si
ID_CLIENTE_0522,48,24,75000,92518,4,"1,4",Secundario Completo,0,No,No,Si
ID_CLIENTE_0523,36,11,72000,91007,1,"2,8",Secundario Incompleto,224,No,No,No
ID_CLIENTE_0524,56,31,39000,93023,4,"0,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0525,24,-1,75000,93014,4,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0526,64,38,79000,94024,2,"2,8",Secundario Incompleto,179,No,No,No
ID_CLIENTE_0527,26,2,205000,93106,1,"6,33",Secundario Incompleto,271,No,No,No
ID_CLIENTE_0528,33,8,65000,90027,2,"0,1",Secundario Incompleto,89,No,No,Si
ID_CLIENTE_0529,64,39,122000,90089,4,"0,2",Secundario Incompleto,378,Si,No,Si
ID_CLIENTE_0530,39,15,82000,95207,1,"0,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_0531,54,30,21000,91706,2,"0,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0532,32,6,50000,90401,4,"2,1",Universitario Completo,0,No,Si,Si
ID_CLIENTE_0533,62,37,39000,94305,2,"2,8",Secundario Incompleto,113,No,No,Si
ID_CLIENTE_0534,27,2,101000,92807,1,"1,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0535,53,28,41000,93117,2,"0,6",Universitario Completo,0,No,Si,No
ID_CLIENTE_0536,51,25,132000,94143,1,"0,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0537,25,-1,43000,92173,3,"2,4",Secundario Completo,176,No,No,Si
ID_CLIENTE_0538,44,20,131000,90717,1,"4,9",Universitario Completo,0,Si,No,Si
ID_CLIENTE_0539,31,5,11000,94534,1,"0,4",Secundario Completo,76,No,No,No
ID_CLIENTE_0540,57,32,21000,94720,1,"0,3",Universitario Completo,117,No,No,No
ID_CLIENTE_0541,25,-1,109000,94010,4,"2,3",Universitario Completo,314,No,No,Si
ID_CLIENTE_0542,30,6,141000,95014,2,"4,33",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0543,40,14,81000,94709,3,"0,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0544,63,38,54000,94704,3,"2,4",Secundario Incompleto,90,No,No,No
ID_CLIENTE_0545,35,10,164000,91614,2,"7,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0546,43,19,28000,94303,4,"0,3",Secundario Incompleto,87,No,No,No
ID_CLIENTE_0547,27,2,68000,94025,3,"2,6",Universitario Completo,203,No,Si,No
ID_CLIENTE_0548,44,14,44000,94132,3,"2,0",Universitario Completo,180,No,Si,Si
ID_CLIENTE_0549,49,23,61000,94117,1,"1,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_0550,61,36,35000,94110,3,"1,3",Secundario Completo,0,No,No,No
ID_CLIENTE_0551,60,34,54000,94301,3,"0,3",Secundario Completo,0,No,No,Si
ID_CLIENTE_0552,59,34,14000,93118,1,"0,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0553,28,3,52000,90024,4,"2,2",Secundario Incompleto,230,No,No,Si
ID_CLIENTE_0554,52,28,101000,91330,2,"0,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0555,28,2,149000,94720,2,"7,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0556,34,8,35000,92037,4,"0,8",Secundario Incompleto,137,No,No,Si
ID_CLIENTE_0557,60,34,21000,93105,3,"0,3",Universitario Completo,129,No,No,Si
ID_CLIENTE_0558,39,15,118000,95039,2,"1,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0559,30,5,38000,95064,4,"2,0",Secundario Completo,0,No,Si,No
ID_CLIENTE_0560,49,25,24000,95818,4,"0,2",Secundario Incompleto,138,No,No,Si
ID_CLIENTE_0561,43,18,59000,93943,1,"3,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_0562,63,33,41000,94234,4,"1,67",Universitario Completo,0,No,No,Si
ID_CLIENTE_0563,28,3,85000,94035,1,"0,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_0564,51,27,12000,94608,4,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0565,33,7,32000,94904,1,"0,6",Universitario Completo,152,No,No,No
ID_CLIENTE_0566,55,29,79000,90210,3,"0,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_0567,53,28,175000,95060,3,"3,6",Universitario Completo,0,Si,No,Si
ID_CLIENTE_0568,34,8,28000,95112,3,"0,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0569,34,9,41000,92101,2,"0,1",Secundario Incompleto,161,No,No,Si
ID_CLIENTE_0570,40,14,70000,95136,3,"2,1",Secundario Incompleto,185,No,No,No
ID_CLIENTE_0571,49,25,161000,94928,3,"6,5",Secundario Completo,485,Si,Si,No
ID_CLIENTE_0572,35,9,53000,94143,4,"2,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_0573,39,15,128000,92333,1,"3,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_0574,55,28,50000,95020,3,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_0575,29,5,80000,94709,2,"2,0",Secundario Completo,0,No,No,Si
